Type,Identification,Field,Locale,Market,Status,Default content,Translated content
Product,cupboard-700-w1800-337187,body_html,en,,,"Arbetsskåp serie 700, 1800 mm arbetsyta, skjutdörrar, justerbara mellanhyllor till 77 kg, Scotch-Brite-slipning. Färdigmonerat, rostfritt stål inuti och utanpå. Kombinerar arbetsyta och förvaringsutrymme i ett – för välorganiserade professionella kök.","Workbench Series 700, 1800 mm worktop, sliding doors, height-adjustable immediate shelves up to 77 kg, Scotch-Brite finish. Fully assembled, stainless steel inside and out. Combines worktop and storage space in one – for well-organised professional kitchens."
Product,cupboard-700-w2000-337207,title,en,,,"Arbetsskåp 700, B2000","Cupboard 700, W2000"
Product,cupboard-700-w2000-337207,body_html,en,,,"Arbetsskåp serie 700, 2000 mm arbetsyta, skjutdörrar, höjdjusterbara hyllplan upp till 70 kg. Rostfritt stål, Scotch-Brite-slipning, färdigmonerat. Största formatet i arbetsskåpssortimentet för storkök som vill kombinera maximal arbetsyta med förvaringsutrymme.","Work cabinet Series 700, 2000 mm worktop, sliding doors, height-adjustable shelves up to 70 kg. Stainless steel, Scotch-Brite finish, fully assembled. Largest size in the work cabinet range for commercial kitchens that combine maximum worktop space with storage."
Product,drawer-cabinet-700s3-337307,title,en,,,Lådskåp 700S3,Drawer cabinet 700S3
Product,drawer-cabinet-700s3-337307,body_html,en,,,"Lådskåp serie 700S3 med tre fullt utdragbara lådor i 1/1-GN-format, vardera upp till 50 kg. CNS 18/10, höjdjusterbart. För professionella kök i 700-serien som vill ha strukturerat GN-förvaringsutrymme direkt under arbetsytan med fullt utdrag.","700S3 series drawer cabinet with three fully extendable drawers in 1/1 GN format, each up to 50 kg. 18/10 stainless steel, height-adjustable. For 700 series professional kitchens requiring structured GN storage space directly beneath the worktop with full extension."
Product,cupboard-w1000-sb-sld-is-338107,title,en,,,"Arbetsskåp, B1000, MA, ST, ZB","Cupboard, W1000, SB, SlD, IS"
Product,cupboard-w1000-sb-sld-is-338107,body_html,en,,,"Arbetsskåp 1000 mm, 40 mm uppkant, skjutdörrar, höjdjusterbara hyllplan upp till 130 kg – rostfritt stål, färdigmonerat. Upp till 315 kg bärförmåga. Kompakt kombinationsenhet för kök som vill kombinera 1000 mm bredd arbetsyta och förvaringsutrymme.","Work cabinet 1000 mm, 40 mm upstand, sliding doors, height-adjustable shelves up to 130 kg – stainless steel, fully assembled. Up to 315 kg worktop load capacity. Compact combination unit for kitchens wishing to combine a 1000 mm wide work surface with storage space."
Product,cupboard-w1200-sb-sld-is-338127,title,en,,,"Arbetsskåp, B1200, MA, ST, ZB","Cupboard, W1200, SB, SlD, IS"
Product,cupboard-w1400-sb-sld-is-338147,title,en,,,"Arbetsskåp, B1400, MA, ST, ZB","Cupboard, W1400, SB, SlD, IS"
Product,cupboard-w1400-sb-sld-is-338147,body_html,en,,,"Arbetsskåp 1400 mm, 40 mm uppkant, skjutdörrar, höjdjusterbara hyllplan upp till 140 kg, rostfritt stål. Upp till 210 kg bärförmåga. För kök som kombinerar 1400 mm bred arbetsyta med uppkant och generöst förvaringsutrymme.","Work cabinet 1400 mm, 40 mm upstand, sliding doors, height-adjustable shelves up to 140 kg, stainless steel. Up to 210 kg worktop load capacity. For kitchens that combine a 1400 mm wide worktop with an upstand and generous storage space."
Product,cupboard-w1600-sb-sld-is-338167,title,en,,,"Arbetsskåp, B1600, MA, ST, ZB","Cupboard, W1600, SB, SlD, IS"
Product,cupboard-w1600-sb-sld-is-338167,body_html,en,,,"Arbetsskåp 1600 mm, 40 mm uppkant, skjutdörrar, höjdjusterbara mellanbotten upp till 160 kg, rostfritt stål. Upp till 240 kg bärförmåga. För kökslinjer som kombinerar bred arbetsyta med stänkskydd och generöst förvaringsutrymme.","Work cabinet 1600 mm, 40 mm upstand, sliding doors, height-adjustable intermediate shelves up to 160 kg, stainless steel. Up to 240 kg worktop load capacity. For kitchen lines that combine a wide work surface with splash protection and generous storage space."
Product,cupboard-w1800-sb-sld-is-338187,title,en,,,"Arbetsskåp, B1800, MA, ST, ZB","Cupboard, W1800, SB, SlD, IS"
Product,cupboard-w1800-sb-sld-is-338187,body_html,en,,,"Arbetsskåp 1800 mm, 40 mm uppkant, skjutdörrar, höjdjusterbara mellanhyllor upp till 77 kg – rostfritt stål, färdigmonerat. Upp till 223 kg bärförmåga. Storformat kombinerad enhet för breda kökslinjer som kombinerar arbetsyta och förvaringsutrymme med uppkant.","Work cabinet 1800 mm, 40 mm upstand, sliding doors, height-adjustable shelves up to 77 kg – stainless steel, fully assembled. Up to 223 kg worktop load capacity. Large-format combination unit for wide kitchen lines, combining worktop and storage space with an upstand."
Product,cupboard-w2000-sb-sld-is-338207,title,en,,,"Arbetsskåp, B2000, MA, ST, ZB","Cupboard, W2000, SB, SlD, IS"
Product,cupboard-w2000-sb-sld-is-338207,body_html,en,,,"Arbetsskåp 2000 mm arbetsyta, 40 mm snedkant, skjutdörrar, höjdjusterbara mellanhyllor upp till 70 kg. Rostfritt stål, färdigmonerat, Scotch-Brite-slipning. Stort kombiskåp för breda kökslinjer som kombinerar maximal arbetsyta med förvaringsutrymme.","Work cabinet 2000 mm worktop, 40 mm Tilting, sliding doors, height-adjustable intermediate shelves up to 70 kg. Stainless steel, fully assembled, Scotch-Brite finish. Large-format combination cabinet for wide kitchen units that combine maximum worktop space with storage."
Product,drawer-cabinet-700s3a-338307,title,en,,,Lådskåp 700S3A,Drawer cabinet 700S3A
Product,drawer-cabinet-700s3a-338307,body_html,en,,,"Lådskåp 700S3A med tre helutdragbara lådor i 1/1-GN-format, vardera upp till 50 kg, 40 mm uppkant. CNS 18/10, höjdjusterbart. Med uppkant för stänkrika kökområden – strukturerat GN-förvaringsutrymme direkt under arbetsytan.","Drawer unit 700S3A with three fully extendable drawers in 1/1 GN format, each with a capacity of up to 50 kg, 40 mm upstand. 18/10 stainless steel, height-adjustable. With upstand for splash-prone kitchen areas – textured GN storage space directly beneath the worktop."
Product,corner-cupboard-700-ft-338810,title,en,,,Hörnskåp 700 FT,Corner Cupboard 700 FT
Product,corner-cupboard-700-ft-338810,body_html,en,,,Hörnskåpet 700 FT erbjuder stängt förvaringsutrymme och passar perfekt till våra arbetselement med 700 mm djup. Tack vare mellanhyllan används det invändiga utrymmet optimalt.,The corner cupboard 700 FT offers closed storage space and fits in perfectly with our work elements with a 700 mm depth. The intermediate shelf allows the inside to be used optimally.
Product,hot-cupboard-700-4t-1000-346107,title,en,,,Värmeskåp 700-4T 1000,Hot cupboard 700-4T 1000
Product,hot-cupboard-700-4t-1000-346107,body_html,en,,,"Värmeskåpet, 1 meter brett, har ett steglöst reglerbart, uppvärmt förvaringsutrymme som kan hanteras från båda håll. Med den robusta ytan i rostfritt stål integreras skåpet i köket som ett solitt arbetshjälpmedel.","The heated cabinet with a width of 1 metre offers infinitely variable, heated storage with double-sided operation. At the same time, the robust stainless steel surface integrates a solid work element into the kitchen."
Product,hot-cupboard-700-4t-1200-346127,title,en,,,Värmeskåp 700-4T 1200,Hot cupboard 700-4T 1200
Product,hot-cupboard-700-4t-1200-346127,body_html,en,,,"Värmeskåpet, 1,2 meter brett, har ett steglöst reglerbart, uppvärmt förvaringsutrymme som kan hanteras från båda håll. Med den robusta ytan i rostfritt stål integreras skåpet i köket som ett solitt arbetshjälpmedel.","The heated cabinet with a width of 1.2 metres offers infinitely variable, heated storage with double-sided operation. At the same time, the robust stainless steel surface integrates a solid work element into the kitchen."
Product,hot-cupboard-700-4t-1400-346147,title,en,,,Värmeskåp 700-4T 1400,Hot cupboard 700-4T 1400
Product,hot-cupboard-700-4t-1400-346147,body_html,en,,,"Värmeskåpet, 1,4 meter brett, har ett steglöst reglerbart, uppvärmt förvaringsutrymme som kan hanteras från båda håll. Med den robusta ytan i rostfritt stål integreras skåpet i köket som ett solitt arbetshjälpmedel.","The heated cabinet with a width of 1.4 metres offers infinitely variable, heated storage with double-sided operation. At the same time, the robust stainless steel surface integrates a solid work element into the kitchen."
Product,hot-cupboard-700-4t-1600-346167,title,en,,,Värmeskåp 700-4T 1600,Hot cupboard 700-4T 1600
Product,hot-cupboard-700-4t-1600-346167,body_html,en,,,"Värmeskåpet, 1,6 meter brett, har ett steglöst reglerbart, uppvärmt förvaringsutrymme som kan hanteras från båda håll. Med den robusta ytan i rostfritt stål integreras skåpet i köket som ett solitt arbetshjälpmedel.","The heated cabinet with a width of 1.6 metres offers infinitely variable, heated storage with double-sided operation. At the same time, the robust stainless steel surface integrates a solid work element into the kitchen."
Product,hot-cupboard-700-4t-1800-346187,title,en,,,Värmeskåp 700-4T 1800,Hot cupboard 700-4T 1800
Product,hot-cupboard-700-4t-1800-346187,body_html,en,,,"Värmeskåpet, 1,8 meter brett, har ett steglöst reglerbart, uppvärmt förvaringsutrymme som kan hanteras från båda håll. Med den robusta ytan i rostfritt stål integreras skåpet i köket som ett solitt arbetshjälpmedel.","The heated cabinet with a width of 1.8 metres offers infinitely variable, heated storage with double-sided operation. At the same time, the robust stainless steel surface integrates a solid work element into the kitchen."
Product,hot-cupboard-700-4t-2000-346207,title,en,,,Värmeskåp 700-4T 2000,Hot cupboard 700-4T 2000
Product,hot-cupboard-700-4t-2000-346207,body_html,en,,,"Värmeskåpet, 2 meter brett, har ett steglöst reglerbart, uppvärmt förvaringsutrymme som kan hanteras från båda håll. Med den robusta ytan i rostfritt stål integreras skåpet i köket som ett solitt arbetshjälpmedel.","The heated cabinet with a width of 2 metres offers infinitely variable, heated storage with double-sided operation. At the same time, the robust stainless steel surface integrates a solid work element into the kitchen."
Product,hot-cupboard-700-w1000-347107,title,en,,,"Värmeskåp 700, B1000","Hot cupboard 700, W1000"
Product,hot-cupboard-700-w1000-347107,body_html,en,,,"Värmeskåp serie 700, 1000 mm arbetsyta, två skjutdörrar, steglös reglering upp till 80 °C, 2 kW. Upp till 315 kg bärförmåga. Färdigmonerat, rostfritt stål. Kompakt värmeenhet för serveringsområden som på 1000 mm bredd håller mat och tallrikar tillförlitligt varma.","Warming cabinet Series 700, 1000 mm work surface, two sliding doors, infinitely variable control up to 80 °C, 2 kW. Up to 315 kg shelf load capacity. Fully assembled, stainless steel. Compact warming unit for serving areas, reliably keeping food and plates warm across a 1000 mm width."
Product,hot-cupboard-700-w1200-347127,title,en,,,"Värmeskåp 700, B1200","Hot cupboard 700, W1200"
Product,hot-cupboard-700-w1400-347147,title,en,,,"Värmeskåp 700, B1400","Hot cupboard 700, W1400"
Product,hot-cupboard-700-w1400-347147,body_html,en,,,"Värmeskåp serie 700, 1400 mm arbetsyta, två skjutdörrar, steglös reglering upp till 80 °C, 2 kW. Färdigmonerat, rostfritt stål. För serveringsområden som håller mat och tallrikar jämnt varma och serveringsklara på en bredd av 1400 mm.","Series 700 warming cabinet, 1400 mm worktop, two sliding doors, infinitely variable control up to 80 °C, 2 kW. Fully assembled, stainless steel. For serving areas that keep food and plates evenly warm and ready to serve across a 1400 mm width."
Product,hot-cupboard-700-w1600-347167,title,en,,,"Värmeskåp 700, B1600","Hot cupboard 700, W1600"
Product,hot-cupboard-700-w1600-347167,body_html,en,,,"Värmeskåp serie 700, 1600 mm arbetsyta, två skjutdörrar, steglös temperaturreglering upp till 80 °C, 2 kW. Rostfritt stål inuti och utanpå, Scotch-Brite-slipning. Färdigmonterad. Håller maten på serveringstemperatur – för restaurang, hotell och storkök.","Series 700 warming cabinet, 1600 mm work surface, two sliding doors, infinitely variable Temperature control up to 80 °C, 2 kW. Stainless steel interior and exterior, Scotch-Brite finish. Fully assembled. Keeps food at serving temperature – for restaurants, hotels and catering establishments."
Product,hot-cupboard-700-w1800-347187,title,en,,,"Värmeskåp 700, B1800","Hot cupboard 700, W1800"
Product,hot-cupboard-700-w1800-347187,body_html,en,,,"Värmeskåp serie 700, 1800 mm arbetsyta, två skjutdörrar, steglös reglering upp till 80 °C, 2 kW. Färdigmonerat, rostfritt stål. För stora serveringsområden som håller mat och tallrikar jämnt varma och serveringsklara på 1800 mm bredd.","Series 700 warming cabinet, 1800 mm worktop, two sliding doors, infinitely variable control up to 80 °C, 2 kW. Fully assembled, stainless steel. For large serving areas that keep food and plates evenly warm and ready to serve across a 1800 mm width."
Product,hot-cupboard-700-w2000-347207,title,en,,,"Värmeskåp 700, B2000","Hot cupboard 700, W2000"
Product,hot-cupboard-700-w2000-347207,body_html,en,,,"Värmeskåp serie 700, 2000 mm arbetsyta, skjutdörrar, steglös temperaturreglering upp till 80 °C, 2 kW. Färdigmonerat, rostfritt stål. För stora serveringsområden som håller varma rätter och tallrikar vid jämn temperatur under längre tid.","Series 700 warming cabinet, 2000 mm work surface, sliding doors, infinitely variable Temperature control up to 80 °C, 2 kW. Fully assembled, stainless steel. For large serving areas that keep hot food and plates at a consistent temperature for extended periods."
Product,hot-cupboard-700-w1000-sb-348107,title,en,,,"Värmeskåp 700, B1000, MA","Hot cupboard 700, W1000, SB"
Product,hot-cupboard-700-w1000-sb-348107,body_html,en,,,"Värmeskåp serie 700, 1000 mm arbetsyta, 40 mm snedkant, två skjutdörrar, 2 kW. Temperatur steglöst upp till 80 °C. Plattan tål upp till 315 kg. Färdigmonterad. Kompakt varmhållningslösning för mindre serveringsutrymmen i restauranger och storkök.","Series 700 warming cabinet, 1000 mm worktop, 40 mm Tilting, two sliding doors, 2 kW. Continuously adjustable temperature up to 80 °C. Worktop load capacity up to 315 kg. Fully assembled. Compact warming solution for smaller serving areas in restaurants and catering establishments."
